cycle,range_bin,doppler_bin,output_hex
1341285000,56,26,fea2fe4e
1341295000,56,27,fffa0107
1341305000,56,28,01afffbb
1341315000,56,29,fcf8ff68
1341325000,56,30,034c015d
1341335000,56,31,fea1fe66
1346415000,57,0,010d00ef
1346425000,57,1,fffffeed
1346435000,57,2,fe7a0005
1346445000,57,3,03ca0043
1346455000,57,4,fce50062
1346465000,57,5,007d000c
1346475000,57,6,ff33ff97
1346485000,57,7,023901d0
1346495000,57,8,fe5afd37
1346505000,57,9,00b60284
1346515000,57,10,ffeefe0b
1346525000,57,11,ffac021b
1346535000,57,12,ff87fcde
1346545000,57,13,006c0177
1346555000,57,14,006c0184
1346565000,57,15,001cfe66
1346575000,57,16,00590191
1346585000,57,17,ff89ff01
1346595000,57,18,ffeafffd
1346605000,57,19,0076005f
1346615000,57,20,fe07ff2e
1346625000,57,21,0181ff0a
1346635000,57,22,00d902cb
1346645000,57,23,fe9dfe34
1346655000,57,24,01d0011d
1346665000,57,25,fe6afed2
1346675000,57,26,017e00cf
1346685000,57,27,fee0ffc3
1346695000,57,28,0015fea6
1346705000,57,29,ffee024f
1346715000,57,30,01c0fd96
1346725000,57,31,fd2200b6
1351805000,58,0,005700ba
1351815000,58,1,010c0030
1351825000,58,2,ff4bfefd
1351835000,58,3,ff73ff70
1351845000,58,4,fea101f3
1351855000,58,5,03030012
1351865000,58,6,fdd4ffd8
1351875000,58,7,00a60022
1351885000,58,8,0183ff9e
1351895000,58,9,fd0200be
1351905000,58,10,0355fd41
1351915000,58,11,fd3a0421
1351925000,58,12,0198fcce
1351935000,58,13,005aff80
1351945000,58,14,ff3b014a
1351955000,58,15,01a200d3
1351965000,58,16,fd0fffbc
1351975000,58,17,01860018
1351985000,58,18,ffbdfe6b
1351995000,58,19,ffad0220
1352005000,58,20,0071fe6d
1352015000,58,21,00f1ffce
1352025000,58,22,fed80072
1352035000,58,23,ffbe004c
1352045000,58,24,01830100
1352055000,58,25,fec8fda2
1352065000,58,26,00af016b
1352075000,58,27,ff56ff4b
1352085000,58,28,00520126
1352095000,58,29,ff1eff08
1352105000,58,30,014500f0
1352115000,58,31,fee2feb3
1357195000,59,0,ffac00ce
1357205000,59,1,017bff30
1357215000,59,2,fed70021
1357225000,59,3,00db006a
1357235000,59,4,fd65ffd5
1357245000,59,5,042d0126
1357255000,59,6,fd1affa1
1357265000,59,7,ffbeffaf
1357275000,59,8,01acff99
1357285000,59,9,feb400cb
1357295000,59,10,0054ff12
1357305000,59,11,013b01c7
1357315000,59,12,fe98fd91
1357325000,59,13,00cc010a
1357335000,59,14,feb60011
1357345000,59,15,02b60014
1357355000,59,16,fd38004a
1357365000,59,17,00e9ff22
1357375000,59,18,ffaf0113
1357385000,59,19,005d004e
1357395000,59,20,ffdffe61
1357405000,59,21,fffd00a6
1357415000,59,22,005e0183
1357425000,59,23,ffcafdf3
1357435000,59,24,015801ff
1357445000,59,25,fe34fdc7
1357455000,59,26,01260126
1357465000,59,27,fef1ffb1
1357475000,59,28,00d4ff51
1357485000,59,29,ff1e00c6
1357495000,59,30,01ca0207
1357505000,59,31,fe6efd2a
1362585000,60,0,ffb0002b
1362595000,60,1,016aff4d
1362605000,60,2,000b0175
1362615000,60,3,ff71ff13
1362625000,60,4,fe470211
1362635000,60,5,04dffdbc
1362645000,60,6,fc260263
1362655000,60,7,002bfcf1
1362665000,60,8,0156017d
1362675000,60,9,feceff4b
1362685000,60,10,005eff66
1362695000,60,11,014a03c2
1362705000,60,12,ff08fc4d
1362715000,60,13,001400c7
1362725000,60,14,ffb90077
1362735000,60,15,00bdfe73
1362745000,60,16,ff740247
1362755000,60,17,00fcfec9
1362765000,60,18,fe55febb
1362775000,60,19,ffe9021d
1362785000,60,20,0055fe63
1362795000,60,21,001b013a
1362805000,60,22,0032ff6d
1362815000,60,23,ff170075
1362825000,60,24,02020041
1362835000,60,25,fec4ffd7
1362845000,60,26,00b2fe9a
1362855000,60,27,ff70021a
1362865000,60,28,ff30fdef
1362875000,60,29,00ba022b
1362885000,60,30,00cfff19
1362895000,60,31,fe8dff8b
1367975000,61,0,000d0095
1367985000,61,1,00770029
1367995000,61,2,ff6eff97
1368005000,61,3,01600114
1368015000,61,4,fd9a0109
1368025000,61,5,0380fcc3
1368035000,61,6,fd0002b7
1368045000,61,7,0147fe6f
1368055000,61,8,fefb00f1
1368065000,61,9,0069ff29
1368075000,61,10,00d7ff8a
1368085000,61,11,ff0c0312
1368095000,61,12,0096fcb6
1368105000,61,13,ff740068
1368115000,61,14,0074015c
1368125000,61,15,0097fe5a
1368135000,61,16,ff2700bb
1368145000,61,17,00790061
1368155000,61,18,fefaff8f
1368165000,61,19,00340114
1368175000,61,20,fffcfebd
1368185000,61,21,feda00c7
1368195000,61,22,021affa3
1368205000,61,23,ffab00b7
1368215000,61,24,00d5fedb
1368225000,61,25,febb00b5
1368235000,61,26,003dfff4
1368245000,61,27,005400e6
1368255000,61,28,0000fdd0
1368265000,61,29,feae01de
1368275000,61,30,01f6005e
1368285000,61,31,fec3fe08
1373365000,62,0,fe7fffbf
1373375000,62,1,01a00089
1373385000,62,2,fdc3ff46
1373395000,62,3,029900b4
1373405000,62,4,fdc30082
1373415000,62,5,023dfe7d
1373425000,62,6,fe24020a
1373435000,62,7,0089fddd
1373445000,62,8,00fe009d
1373455000,62,9,ff8f01d0
1373465000,62,10,0091fd3a
1373475000,62,11,fd9c0237
1373485000,62,12,018afdcb
1373495000,62,13,ff8e014f
1373505000,62,14,ff130093
1373515000,62,15,0188ff02
1373525000,62,16,00e1ff77
1373535000,62,17,ff5e012f
1373545000,62,18,fe6dff74
1373555000,62,19,01b501ea
1373565000,62,20,fe63fc8e
1373575000,62,21,ff4102d5
1373585000,62,22,02aeff0a
1373595000,62,23,ff0f0083
1373605000,62,24,ff52ff2d
1373615000,62,25,007f005c
1373625000,62,26,00530070
1373635000,62,27,004effc3
1373645000,62,28,ff68ffed
1373655000,62,29,0160ff43
1373665000,62,30,fe1f016d
1373675000,62,31,0150fefe
1378755000,63,0,0038ff3e
1378765000,63,1,005cfff9
1378775000,63,2,0023ff5a
1378785000,63,3,ff5e011f
1378795000,63,4,011eff35
1378805000,63,5,fe910117
1378815000,63,6,00d5ff44
1378825000,63,7,ff4f0020
1378835000,63,8,00a3006f
1378845000,63,9,fef2fefb
1378855000,63,10,0062006f
1378865000,63,11,0020015b
1378875000,63,12,00c6fef4
1378885000,63,13,fff2fe23
1378895000,63,14,ff1403b7
1378905000,63,15,01fefd1d
1378915000,63,16,fc300090
1378925000,63,17,02f8fe81
1378935000,63,18,fef304b0
1378945000,63,19,0006fdb7
1378955000,63,20,00f4ff91
1378965000,63,21,fe0300c5
1378975000,63,22,0221fe6e
1378985000,63,23,fe8d00f8
1378995000,63,24,01050037
1379005000,63,25,0126ff37
1379015000,63,26,fec800d3
1379025000,63,27,ffe8fff7
1379035000,63,28,00b8ffe2
1379045000,63,29,fe3e001d
1379055000,63,30,0206febb
1379065000,63,31,fe9a015b
